13;2172;अनीति;अनीति;1;0.209208747530023;0.763161199236091;0.236838800763909;1
29;15914;पक्का;पक्का;1;0.244152312229077;0.550317236119711;0.449682763880289;1
44;30939;अवमति;अवमति;1;0.33166052463154;0.75094213690587;0.24905786309413;1
93;10763;इजारा;इजारा;1;0.309700362384319;0.763533422392502;0.236466577607498;1
99;4072;केतु;केतु;1;0.294139362142786;0.68176742878248;0.31823257121752;1
134;349;इष्ट;इष्ट;1;0.397186828511102;0.643088034417566;0.356911965582434;0
143;1443;विरक्ति;विरक्ति;1;0.328157012223029;0.685168215424163;0.314831784575837;1
143;5612;विरति;विरति;1;0.328157012223029;0.752923028525242;0.247076971474758;1
151;32939;मूल;मूल;1;0.273992120610042;0.682162929526641;0.317837070473358;1
260;26940;स्वर;स्वर;1;0.348705738782883;0.605973061631285;0.394026938368715;0
356;8845;अलि;अलि;1;0.309500607599815;0.601019422945481;0.398980577054519;1
369;11716;पालि;पालि;1;0.267340648000116;0.613968712319286;0.386031287680714;1
449;5655;पोल;पोल;1;0.291626420617104;0.615581231913783;0.384418768086217;1
509;31329;चूर्ण;चूर्ण;1;0.313623125622557;0.761253346180303;0.238746653819697;1
521;10227;जया;जया;1;0.294155750556716;0.660629531889865;0.339370468110134;1
531;28913;जीव;जीव;1;0.22402843371965;0.683766575013375;0.316233424986625;1
531;2105;आत्मा;आत्मा;1;0.22402843371965;0.761125311809333;0.238874688190667;1
585;2936;अवा;अवा;1;0.29073317680094;0.629892624606947;0.370107375393053;1
610;14620;टेरा;टेरा;1;0.256319205462933;0.571111148651742;0.428888851348258;1
749;6888;अपराजिता;अपराजिता;1;0.282066646342476;0.591148117710414;0.408851882289586;1
890;3472;तारा;तारा;1;0.273055074910323;0.648408367383015;0.351591632616985;1
941;18176;40;40;1;0.229472930232684;0.739929850554712;0.260070149445288;1
1009;12864;राज;राज;1;0.339929046730201;0.620268248260957;0.379731751739042;0
1054;110;स्तुति;स्तुति;1;0.303299224935472;0.694394777356437;0.305605222643563;1
1269;290;तरणि;तरणि;1;0.286933780213197;0.777040757943534;0.222959242056466;1
1297;12408;माता;माता;1;0.272292067979773;0.716128166316607;0.283871833683393;1
